0.000000, 0.000000, 0.000000, 0.000000
0.000000, 0.000000, 0.000000, 0.003984
0.000004, 0.000000, 0.000000, 0.007739
0.000012, 0.000000, 0.000000, 0.011875
0.000024, 0.000000, 0.000000, 0.015842
0.000039, 0.000000, 0.000000, 0.019394
0.000059, 0.000000, 0.000000, 0.023240
0.000082, 0.000000, 0.000000, 0.027112
0.000110, 0.000000, 0.000000, 0.030954
0.000139, 0.000000, 0.000000, 0.034595
0.000174, 0.000000, 0.000000, 0.038394
0.000213, 0.000000, 0.000000, 0.042199
0.000251, 0.000000, 0.000000, 0.045645
0.000399, 0.000000, 0.000000, 0.057855
0.000441, 0.000000, 0.000000, 0.060539
0.000506, 0.000000, 0.000000, 0.064563
0.000570, 0.000000, 0.000000, 0.068255
0.000641, 0.000000, 0.000000, 0.072093
0.000709, 0.000000, 0.000000, 0.075632
0.000783, 0.000000, 0.000000, 0.079231
0.000863, 0.000000, 0.000000, 0.082961
0.000945, 0.000000, 0.000000, 0.086613
0.001032, 0.000000, 0.000000, 0.090291
0.001123, 0.000000, 0.000000, 0.094001
0.001216, 0.000000, 0.000000, 0.097616
0.001316, 0.000000, 0.000000, 0.101362
0.001419, 0.000000, 0.000000, 0.105055
0.001518, 0.000000, 0.000000, 0.108492
0.001630, 0.000000, 0.000000, 0.112220
0.001740, 0.000000, 0.000000, 0.115783
0.001856, 0.000000, 0.000000, 0.119409
0.001977, 0.000000, 0.000000, 0.123045
0.002521, 0.000000, 0.000000, 0.138967
0.002607, 0.000000, 0.000000, 0.141167
0.002768, 0.000000, 0.000000, 0.145238
0.002900, 0.000000, 0.000000, 0.148464
0.003049, 0.000000, 0.000000, 0.152004
0.003200, 0.000000, 0.000000, 0.155534
0.003358, 0.000000, 0.000000, 0.159108
0.003519, 0.000000, 0.000000, 0.162665
0.003684, 0.000000, 0.000000, 0.166246
0.003845, 0.000000, 0.000000, 0.169631
0.004014, 0.000000, 0.000000, 0.173109
0.004185, 0.000000, 0.000000, 0.176562
