0.000000, 0.000000, 0.000000, 0.003994
0.000006, 0.000000, 0.000000, 0.009575
0.000010, 0.000000, 0.000000, 0.011295
0.000022, 0.000000, 0.000000, 0.015335
0.000037, 0.000000, 0.000000, 0.019129
0.000056, 0.000000, 0.000000, 0.022801
0.000079, 0.000000, 0.000000, 0.026801
0.000108, 0.000000, 0.000000, 0.030877
0.000138, 0.000000, 0.000000, 0.034505
0.000170, 0.000000, 0.000000, 0.038047
0.000211, 0.000000, 0.000000, 0.042163
0.000251, 0.000000, 0.000000, 0.045687
0.000299, 0.000000, 0.000000, 0.049658
0.000348, 0.000000, 0.000000, 0.053354
0.000404, 0.000000, 0.000000, 0.057312
0.000460, 0.000000, 0.000000, 0.060945
0.000520, 0.000000, 0.000000, 0.064642
0.000584, 0.000000, 0.000000, 0.068300
0.000653, 0.000000, 0.000000, 0.072091
0.000729, 0.000000, 0.000000, 0.075993
0.000805, 0.000000, 0.000000, 0.079667
0.000878, 0.000000, 0.000000, 0.083044
0.000962, 0.000000, 0.000000, 0.086805
0.001049, 0.000000, 0.000000, 0.090477
0.001141, 0.000000, 0.000000, 0.094201
0.001234, 0.000000, 0.000000, 0.097831
0.001333, 0.000000, 0.000000, 0.101506
0.001425, 0.000000, 0.000000, 0.104818
0.001538, 0.000000, 0.000000, 0.108738
0.001649, 0.000000, 0.000000, 0.112435
0.001762, 0.000000, 0.000000, 0.116069
0.001878, 0.000000, 0.000000, 0.119702
0.001994, 0.000000, 0.000000, 0.123194
0.002111, 0.000000, 0.000000, 0.126605
0.002245, 0.000000, 0.000000, 0.130398
0.002379, 0.000000, 0.000000, 0.134097
0.002504, 0.000000, 0.000000, 0.137427
0.002650, 0.000000, 0.000000, 0.141201
0.002788, 0.000000, 0.000000, 0.144683
0.002931, 0.000000, 0.000000, 0.148189
0.003084, 0.000000, 0.000000, 0.151855
0.003227, 0.000000, 0.000000, 0.155192
0.003379, 0.000000, 0.000000, 0.158636
0.003547, 0.000000, 0.000000, 0.162368
0.003709, 0.000000, 0.000000, 0.165872
0.003872, 0.000000, 0.000000, 0.169328
0.004043, 0.000000, 0.000000, 0.172854
0.004217, 0.000000, 0.000000, 0.176380
0.004392, 0.000000, 0.000000, 0.179830
0.004580, 0.000000, 0.000000, 0.183466
0.004769, 0.000000, 0.000000, 0.187033
0.004942, 0.000000, 0.000000, 0.190243
0.005134, 0.000000, 0.000000, 0.193717
0.005327, 0.000000, 0.000000, 0.197150
0.005541, 0.000000, 0.000000, 0.200890
0.005722, 0.000000, 0.000000, 0.203986
0.005922, 0.000000, 0.000000, 0.207337
0.006134, 0.000000, 0.000000, 0.210834
0.006355, 0.000000, 0.000000, 0.214413
0.006562, 0.000000, 0.000000, 0.217692
0.006781, 0.000000, 0.000000, 0.221100
0.007016, 0.000000, 0.000000, 0.224709
0.007220, 0.000000, 0.000000, 0.227774
0.007460, 0.000000, 0.000000, 0.231335
0.007693, 0.000000, 0.000000, 0.234716
0.007911, 0.000000, 0.000000, 0.237842
0.008168, 0.000000, 0.000000, 0.241465
0.008400, 0.000000, 0.000000, 0.244672
0.008642, 0.000000, 0.000000, 0.247980
0.008892, 0.000000, 0.000000, 0.251339
0.009155, 0.000000, 0.000000, 0.254812
0.009383, 0.000000, 0.000000, 0.257782
0.009646, 0.000000, 0.000000, 0.261150
0.009919, 0.000000, 0.000000, 0.264602
0.010177, 0.000000, 0.000000, 0.267817
0.010453, 0.000000, 0.000000, 0.271212
0.010725, 0.000000, 0.000000, 0.274496
0.011005, 0.000000, 0.000000, 0.277831
0.011275, 0.000000, 0.000000, 0.281006
0.011552, 0.000000, 0.000000, 0.284221
0.011855, 0.000000, 0.000000, 0.287692
0.012137, 0.000000, 0.000000, 0.290873
0.012414, 0.000000, 0.000000, 0.293959
0.012708, 0.000000, 0.000000, 0.297182
0.013023, 0.000000, 0.000000, 0.300604
0.013333, 0.000000, 0.000000, 0.303920
0.013631, 0.000000, 0.000000, 0.307067
0.013914, 0.000000, 0.000000, 0.310027
0.014226, 0.000000, 0.000000, 0.313242
0.014538, 0.000000, 0.000000, 0.316417
0.014857, 0.000000, 0.000000, 0.319624
0.015189, 0.000000, 0.000000, 0.322924
0.015522, 0.000000, 0.000000, 0.326195
0.015836, 0.000000, 0.000000, 0.329241
0.016159, 0.000000, 0.000000, 0.332329
0.016485, 0.000000, 0.000000, 0.335424
0.016829, 0.000000, 0.000000, 0.338647
0.017152, 0.000000, 0.000000, 0.341640
0.017503, 0.000000, 0.000000, 0.344849
0.017830, 0.000000, 0.000000, 0.347812
0.018202, 0.000000, 0.000000, 0.351142
0.018546, 0.000000, 0.000000, 0.354188
0.018900, 0.000000, 0.000000, 0.357290
0.019260, 0.000000, 0.000000, 0.360413
0.019623, 0.000000, 0.000000, 0.363521
0.019976, 0.000000, 0.000000, 0.366511
0.020366, 0.000000, 0.000000, 0.369788
0.020697, 0.000000, 0.000000, 0.372532
0.021091, 0.000000, 0.000000, 0.375773
0.021491, 0.000000, 0.000000, 0.379025
0.021869, 0.000000, 0.000000, 0.382071
0.022212, 0.000000, 0.000000, 0.384796
0.022607, 0.000000, 0.000000, 0.387912
0.023000, 0.000000, 0.000000, 0.390988
0.023391, 0.000000, 0.000000, 0.394006
0.023785, 0.000000, 0.000000, 0.397026
0.024178, 0.000000, 0.000000, 0.400006
0.024585, 0.000000, 0.000000, 0.403059
0.024982, 0.000000, 0.000000, 0.406018
0.025398, 0.000000, 0.000000, 0.409081
0.025797, 0.000000, 0.000000, 0.411994
0.026209, 0.000000, 0.000000, 0.414968
0.026648, 0.000000, 0.000000, 0.418112
0.027050, 0.000000, 0.000000, 0.420963
0.027475, 0.000000, 0.000000, 0.423955
0.027889, 0.000000, 0.000000, 0.426831
0.028317, 0.000000, 0.000000, 0.429789
0.028749, 0.000000, 0.000000, 0.432741
0.029176, 0.000000, 0.000000, 0.435641
0.029595, 0.000000, 0.000000, 0.438456
0.030055, 0.000000, 0.000000, 0.441518
0.030476, 0.000000, 0.000000, 0.444298
0.030922, 0.000000, 0.000000, 0.447216
0.031386, 0.000000, 0.000000, 0.450231
0.031825, 0.000000, 0.000000, 0.453054
0.032285, 0.000000, 0.000000, 0.455990
0.032731, 0.000000, 0.000000, 0.458807
0.033191, 0.000000, 0.000000, 0.461695
0.033670, 0.000000, 0.000000, 0.464673
0.034139, 0.000000, 0.000000, 0.467565
0.034618, 0.000000, 0.000000, 0.470497
0.035086, 0.000000, 0.000000, 0.473335
0.035557, 0.000000, 0.000000, 0.476166
0.036020, 0.000000, 0.000000, 0.478927
0.036493, 0.000000, 0.000000, 0.481728
0.037013, 0.000000, 0.000000, 0.484779
0.037470, 0.000000, 0.000000, 0.487441
0.037939, 0.000000, 0.000000, 0.490150
0.038435, 0.000000, 0.000000, 0.492994
0.038933, 0.000000, 0.000000, 0.495829
0.039426, 0.000000, 0.000000, 0.498611
0.039929, 0.000000, 0.000000, 0.501429
0.040417, 0.000000, 0.000000, 0.504136
0.040935, 0.000000, 0.000000, 0.506998
0.041444, 0.000000, 0.000000, 0.509780
0.041936, 0.000000, 0.000000, 0.512454
0.042445, 0.000000, 0.000000, 0.515197
0.042980, 0.000000, 0.000000, 0.518058
0.043532, 0.000000, 0.000000, 0.520991
0.044066, 0.000000, 0.000000, 0.523805
0.044513, 0.000000, 0.000000, 0.526140
0.045077, 0.000000, 0.000000, 0.529069
0.045598, 0.000000, 0.000000, 0.531758
